days_until_expiry,credential_age_days,dependency_count,privilege_level,environment,historical_rotation_failures,access_frequency_per_day,risk_level
74,13,2,HIGH,Testing,0,370,MEDIUM
38,273,3,MEDIUM,Production,0,91,MEDIUM
21,235,3,LOW,Production,0,850,MEDIUM
9,76,3,ADMIN,Testing,0,836,MEDIUM
90,217,2,MEDIUM,Testing,0,769,LOW
81,156,3,HIGH,Staging,0,817,MEDIUM
14,353,4,HIGH,Staging,0,692,HIGH
6,213,3,MEDIUM,Development,0,478,MEDIUM
45,114,0,ADMIN,Production,0,734,MEDIUM
151,7,1,MEDIUM,Production,0,847,MEDIUM
7,200,1,MEDIUM,Production,0,877,HIGH
10,150,4,LOW,Production,0,483,MEDIUM
144,12,4,HIGH,Development,0,766,MEDIUM
3,112,1,LOW,Production,0,301,HIGH
57,215,5,LOW,Development,0,793,LOW
24,207,2,LOW,Staging,0,850,MEDIUM
31,238,3,LOW,Testing,0,105,LOW
71,71,3,HIGH,Staging,0,87,MEDIUM
46,242,3,HIGH,Production,2,28,HIGH
115,83,2,ADMIN,Production,0,250,HIGH
99,106,2,ADMIN,Development,0,705,LOW
72,170,5,ADMIN,Production,1,255,HIGH
143,241,5,ADMIN,Production,0,432,HIGH
80,274,3,ADMIN,Testing,0,852,MEDIUM
56,226,2,MEDIUM,Production,0,154,MEDIUM
54,73,5,HIGH,Production,0,220,HIGH
88,134,1,MEDIUM,Staging,0,343,LOW
6,148,0,HIGH,Production,1,582,HIGH
26,226,3,MEDIUM,Staging,0,829,MEDIUM
2,109,2,LOW,Production,0,17,HIGH
112,330,1,HIGH,Staging,1,326,MEDIUM
24,195,0,MEDIUM,Production,2,355,HIGH
80,183,2,LOW,Staging,0,658,LOW
3,321,0,HIGH,Testing,0,73,HIGH
59,126,1,ADMIN,Staging,0,711,MEDIUM
7,143,0,ADMIN,Testing,0,855,MEDIUM
6,298,2,ADMIN,Testing,0,907,HIGH
14,244,1,MEDIUM,Production,0,225,MEDIUM
77,100,2,MEDIUM,Production,0,778,MEDIUM
23,248,2,LOW,Production,2,311,HIGH
29,226,0,MEDIUM,Staging,0,191,MEDIUM
3,222,3,MEDIUM,Production,0,887,HIGH
80,110,1,HIGH,Production,0,789,MEDIUM
26,99,4,LOW,Production,0,877,MEDIUM
69,138,1,HIGH,Development,0,881,LOW
19,218,2,MEDIUM,Production,0,10,HIGH
108,141,0,MEDIUM,Production,0,218,MEDIUM
18,287,3,MEDIUM,Production,0,637,HIGH
41,304,2,ADMIN,Production,2,52,HIGH
48,31,0,MEDIUM,Production,0,287,MEDIUM
23,212,4,MEDIUM,Production,1,608,HIGH
51,339,1,LOW,Staging,0,303,LOW
88,110,1,LOW,Production,0,476,LOW
6,329,2,LOW,Staging,0,503,MEDIUM
146,259,5,HIGH,Production,0,556,HIGH
102,58,2,MEDIUM,Production,0,871,MEDIUM
10,142,2,MEDIUM,Testing,1,761,MEDIUM
64,222,5,MEDIUM,Development,0,305,LOW
4,115,2,HIGH,Development,0,550,MEDIUM
6,76,1,HIGH,Production,0,31,HIGH
25,162,6,ADMIN,Production,0,211,HIGH
2,226,0,MEDIUM,Staging,2,31,HIGH
20,102,1,HIGH,Production,0,839,HIGH
4,251,3,ADMIN,Development,0,329,MEDIUM
1,234,0,LOW,Production,0,435,HIGH
17,334,1,ADMIN,Production,3,91,HIGH
173,24,0,HIGH,Production,0,583,MEDIUM
34,339,1,MEDIUM,Development,0,848,LOW
137,57,4,LOW,Development,0,213,LOW
8,241,0,HIGH,Staging,1,940,HIGH
13,115,0,MEDIUM,Production,3,120,HIGH
85,1,1,MEDIUM,Testing,0,929,LOW
27,293,1,MEDIUM,Staging,0,137,MEDIUM
11,315,0,LOW,Production,0,194,MEDIUM
68,137,4,MEDIUM,Production,0,437,MEDIUM
71,94,0,LOW,Staging,0,860,LOW
152,97,3,LOW,Production,1,596,MEDIUM
59,336,4,ADMIN,Production,2,350,HIGH
2,176,4,LOW,Testing,0,805,MEDIUM
45,62,2,HIGH,Staging,0,899,MEDIUM
42,262,1,MEDIUM,Staging,1,232,MEDIUM
69,272,2,LOW,Production,1,376,MEDIUM
41,326,3,HIGH,Production,0,868,HIGH
97,206,1,HIGH,Testing,1,436,MEDIUM
35,343,1,MEDIUM,Testing,2,632,MEDIUM
61,125,1,LOW,Production,0,434,LOW
108,64,3,LOW,Staging,0,693,LOW
3,160,2,MEDIUM,Development,0,617,MEDIUM
25,37,5,HIGH,Production,0,742,HIGH
16,300,1,MEDIUM,Staging,0,891,MEDIUM
168,186,1,HIGH,Production,1,511,HIGH
37,142,5,ADMIN,Production,0,341,HIGH
4,254,1,HIGH,Production,0,277,HIGH
25,266,5,HIGH,Development,0,48,MEDIUM
106,123,1,MEDIUM,Production,0,930,MEDIUM
147,294,5,HIGH,Production,0,413,HIGH
2,169,0,HIGH,Production,2,826,HIGH
136,128,1,MEDIUM,Development,0,337,LOW
66,206,4,ADMIN,Production,0,181,HIGH
27,157,0,ADMIN,Production,0,659,HIGH
124,249,1,HIGH,Production,1,922,HIGH
38,260,3,LOW,Staging,0,779,LOW
36,340,2,LOW,Production,0,738,MEDIUM
85,43,1,MEDIUM,Staging,0,850,LOW
62,113,1,MEDIUM,Development,0,668,LOW
8,225,2,LOW,Production,0,586,MEDIUM
67,362,4,LOW,Development,0,825,LOW
100,69,1,MEDIUM,Staging,1,724,MEDIUM
76,54,4,MEDIUM,Staging,0,742,MEDIUM
48,236,3,HIGH,Staging,0,451,MEDIUM
98,245,5,ADMIN,Development,0,703,MEDIUM
8,361,4,ADMIN,Staging,0,410,HIGH
45,261,6,MEDIUM,Staging,0,557,MEDIUM
79,37,3,MEDIUM,Testing,0,752,LOW
174,62,1,LOW,Development,0,418,LOW
7,176,1,ADMIN,Production,0,186,HIGH
4,180,8,ADMIN,Production,0,352,HIGH
2,192,0,LOW,Production,0,546,HIGH
138,89,1,MEDIUM,Development,0,191,LOW
5,226,3,ADMIN,Production,1,186,HIGH
159,62,4,HIGH,Production,0,303,HIGH
62,314,5,HIGH,Development,2,679,HIGH
29,188,0,MEDIUM,Production,2,507,HIGH
82,303,0,MEDIUM,Development,0,684,LOW
25,70,2,ADMIN,Production,0,646,HIGH
8,248,3,MEDIUM,Production,0,810,HIGH
4,46,1,HIGH,Production,0,926,HIGH
97,198,1,LOW,Production,2,58,MEDIUM
54,110,0,HIGH,Production,2,918,HIGH
44,8,0,MEDIUM,Staging,0,926,LOW
133,200,4,ADMIN,Production,0,862,HIGH
124,217,3,LOW,Production,0,928,MEDIUM
21,212,1,LOW,Production,1,199,MEDIUM
3,230,0,MEDIUM,Production,0,77,HIGH
4,132,6,LOW,Production,0,716,HIGH
11,104,6,MEDIUM,Staging,0,514,MEDIUM
7,199,1,MEDIUM,Staging,0,830,MEDIUM
59,340,6,MEDIUM,Development,0,198,LOW
123,180,2,HIGH,Production,1,62,HIGH
4,337,3,LOW,Staging,0,456,MEDIUM
41,163,0,LOW,Development,0,424,LOW
5,54,3,LOW,Production,0,8,HIGH
3,280,0,HIGH,Production,0,937,HIGH
29,122,3,MEDIUM,Production,0,358,HIGH
5,147,3,HIGH,Testing,0,402,HIGH
4,236,2,ADMIN,Testing,1,877,HIGH
144,236,3,MEDIUM,Staging,0,402,MEDIUM
7,112,3,MEDIUM,Production,0,899,HIGH
25,158,1,HIGH,Production,0,116,HIGH
9,81,3,MEDIUM,Production,2,447,HIGH
5,349,2,MEDIUM,Development,0,416,MEDIUM
122,67,4,HIGH,Production,0,630,HIGH
3,5,6,HIGH,Testing,1,344,HIGH
44,186,3,MEDIUM,Testing,0,931,LOW
50,82,5,MEDIUM,Production,0,430,MEDIUM
25,144,3,ADMIN,Development,1,121,MEDIUM
9,245,1,LOW,Production,0,709,MEDIUM
93,344,2,MEDIUM,Testing,1,92,MEDIUM
1,343,1,LOW,Testing,0,304,MEDIUM
1,303,2,ADMIN,Production,0,876,HIGH
3,123,3,MEDIUM,Staging,0,448,HIGH
36,67,5,MEDIUM,Staging,2,15,HIGH
2,345,1,LOW,Production,0,380,HIGH
107,134,2,ADMIN,Production,0,278,HIGH
131,59,0,MEDIUM,Development,0,785,LOW
67,39,0,LOW,Development,0,831,LOW
71,170,4,ADMIN,Staging,0,129,MEDIUM
3,352,1,LOW,Development,0,86,MEDIUM
76,96,2,HIGH,Staging,0,611,MEDIUM
4,278,2,LOW,Testing,0,131,MEDIUM
41,304,1,LOW,Production,0,660,LOW
174,350,1,MEDIUM,Staging,0,71,LOW
3,229,0,MEDIUM,Development,0,95,MEDIUM
26,246,1,HIGH,Staging,0,505,MEDIUM
41,210,2,ADMIN,Staging,0,950,MEDIUM
7,198,2,ADMIN,Production,0,147,HIGH
20,339,5,MEDIUM,Production,0,193,HIGH
2,201,1,LOW,Staging,1,879,HIGH
21,341,0,LOW,Production,2,73,HIGH
157,111,2,HIGH,Testing,0,320,MEDIUM
7,145,1,MEDIUM,Production,0,710,HIGH
8,108,6,MEDIUM,Testing,0,936,MEDIUM
52,358,1,MEDIUM,Testing,0,334,LOW
15,10,1,MEDIUM,Production,1,398,HIGH
1,200,4,HIGH,Production,0,287,HIGH
1,183,4,MEDIUM,Production,0,154,HIGH
6,331,1,ADMIN,Production,2,624,HIGH
24,193,2,HIGH,Development,1,16,MEDIUM
72,41,1,LOW,Staging,0,156,LOW
18,102,3,MEDIUM,Production,0,171,HIGH
86,189,0,MEDIUM,Production,1,389,MEDIUM
42,18,3,HIGH,Production,0,779,HIGH
5,53,2,ADMIN,Production,2,245,HIGH
57,253,2,MEDIUM,Development,0,431,LOW
1,134,1,MEDIUM,Production,0,704,HIGH
5,120,6,LOW,Production,2,145,HIGH
8,343,3,MEDIUM,Production,0,74,HIGH
26,42,2,MEDIUM,Development,0,925,MEDIUM
28,285,1,MEDIUM,Production,0,859,MEDIUM
18,334,1,HIGH,Staging,0,622,MEDIUM
13,55,3,HIGH,Testing,1,209,HIGH
26,28,3,HIGH,Production,0,916,HIGH
31,171,1,MEDIUM,Testing,2,402,MEDIUM
61,342,5,MEDIUM,Production,0,636,MEDIUM
8,196,3,LOW,Development,2,104,MEDIUM
19,12,1,LOW,Development,0,127,LOW
78,244,1,MEDIUM,Staging,0,747,LOW
32,33,3,ADMIN,Staging,0,71,MEDIUM
21,7,2,MEDIUM,Staging,0,69,MEDIUM
3,140,7,ADMIN,Testing,0,711,HIGH
84,360,2,LOW,Production,0,873,MEDIUM
83,192,3,MEDIUM,Production,0,569,MEDIUM
21,240,8,MEDIUM,Production,0,156,HIGH
58,71,1,HIGH,Production,0,482,MEDIUM
155,321,0,MEDIUM,Production,0,652,MEDIUM
14,215,5,LOW,Production,3,562,HIGH
73,351,3,LOW,Development,0,124,LOW
7,180,3,HIGH,Staging,0,113,HIGH
31,254,0,HIGH,Staging,0,318,MEDIUM
1,62,1,MEDIUM,Staging,1,701,HIGH
1,306,1,MEDIUM,Development,0,218,MEDIUM
29,180,0,HIGH,Staging,0,886,MEDIUM
170,351,2,HIGH,Production,0,44,HIGH
1,324,6,HIGH,Testing,0,772,HIGH
50,232,1,HIGH,Staging,0,15,MEDIUM
59,238,1,MEDIUM,Production,0,825,MEDIUM
38,90,5,HIGH,Testing,0,171,MEDIUM
4,249,1,HIGH,Development,0,767,MEDIUM
17,350,2,ADMIN,Production,0,735,HIGH
39,310,2,HIGH,Production,0,380,HIGH
28,18,1,MEDIUM,Production,0,437,MEDIUM
155,71,0,LOW,Development,0,589,LOW
3,337,1,LOW,Development,0,578,MEDIUM
30,262,4,LOW,Development,0,686,MEDIUM
122,110,1,MEDIUM,Staging,0,495,LOW
107,75,5,LOW,Staging,0,530,LOW
79,186,6,LOW,Testing,1,421,LOW
43,192,1,MEDIUM,Development,0,892,LOW
7,307,2,ADMIN,Staging,0,81,HIGH
88,21,1,LOW,Production,0,480,LOW
132,241,2,ADMIN,Production,0,897,HIGH
52,176,2,MEDIUM,Production,0,69,MEDIUM
27,166,5,MEDIUM,Staging,0,361,MEDIUM
16,338,1,LOW,Testing,0,810,LOW
74,284,1,HIGH,Development,0,600,LOW
46,325,4,LOW,Production,0,668,MEDIUM
30,175,0,MEDIUM,Production,0,263,MEDIUM
35,131,6,MEDIUM,Development,0,568,LOW
97,322,8,MEDIUM,Production,0,492,HIGH
1,36,1,MEDIUM,Production,0,279,HIGH
33,6,0,LOW,Development,2,741,LOW
69,283,1,MEDIUM,Staging,0,28,LOW
44,83,0,MEDIUM,Production,0,281,MEDIUM
46,89,5,LOW,Production,0,8,MEDIUM
3,42,2,MEDIUM,Staging,0,158,HIGH
7,345,2,MEDIUM,Production,0,541,HIGH
22,361,0,LOW,Staging,1,704,MEDIUM
18,149,5,HIGH,Staging,0,903,HIGH
28,12,1,LOW,Production,0,395,MEDIUM
10,138,1,MEDIUM,Development,3,495,HIGH
3,118,0,LOW,Development,1,99,MEDIUM
24,151,0,MEDIUM,Production,0,896,HIGH
120,318,0,LOW,Testing,0,808,LOW
151,86,1,ADMIN,Testing,1,205,MEDIUM
65,284,4,LOW,Production,0,161,MEDIUM
80,11,2,LOW,Production,1,408,MEDIUM
86,294,4,LOW,Development,0,470,LOW
1,194,0,LOW,Development,0,546,MEDIUM
173,182,4,HIGH,Production,0,862,HIGH
7,19,1,HIGH,Production,0,381,HIGH
2,250,1,LOW,Production,0,450,HIGH
28,73,0,HIGH,Production,0,454,HIGH
19,213,6,MEDIUM,Staging,0,154,MEDIUM
150,335,5,ADMIN,Testing,0,306,MEDIUM
23,159,6,MEDIUM,Staging,0,108,MEDIUM
63,191,0,HIGH,Development,0,822,LOW
34,225,4,MEDIUM,Production,0,531,HIGH
12,226,3,HIGH,Development,0,152,MEDIUM
1,156,0,ADMIN,Development,0,433,HIGH
123,108,0,MEDIUM,Production,0,884,MEDIUM
112,253,0,HIGH,Development,0,836,LOW
67,170,3,HIGH,Testing,0,164,MEDIUM
6,12,2,HIGH,Production,0,526,HIGH
2,76,2,ADMIN,Staging,1,229,HIGH
30,205,2,LOW,Testing,0,88,LOW
18,222,1,HIGH,Staging,0,36,MEDIUM
153,203,2,MEDIUM,Staging,0,874,MEDIUM
69,43,0,LOW,Staging,0,760,LOW
110,2,2,MEDIUM,Development,0,303,LOW
3,159,1,MEDIUM,Testing,0,601,MEDIUM
88,252,0,LOW,Development,0,635,LOW
35,134,1,LOW,Production,0,532,LOW
56,356,2,HIGH,Development,0,526,MEDIUM
81,108,1,HIGH,Staging,0,163,MEDIUM
5,38,1,LOW,Development,0,332,LOW
90,344,2,HIGH,Production,0,731,HIGH
13,26,0,MEDIUM,Staging,1,263,MEDIUM
30,168,3,HIGH,Staging,0,679,HIGH
112,213,0,ADMIN,Staging,1,347,MEDIUM
89,214,0,ADMIN,Development,0,374,LOW
37,257,1,HIGH,Production,0,701,MEDIUM
158,314,6,HIGH,Production,0,793,HIGH
2,171,0,HIGH,Testing,0,815,HIGH
120,303,1,HIGH,Development,0,917,LOW
47,21,1,LOW,Production,1,249,MEDIUM
160,9,2,MEDIUM,Staging,2,818,MEDIUM
68,283,1,HIGH,Production,0,245,MEDIUM
6,351,2,MEDIUM,Testing,0,256,MEDIUM
73,213,1,LOW,Testing,0,751,LOW
75,40,8,LOW,Development,1,878,LOW
13,257,4,ADMIN,Testing,0,481,HIGH
10,199,4,MEDIUM,Production,0,261,HIGH
10,268,4,ADMIN,Production,0,495,HIGH
85,222,0,HIGH,Testing,0,836,MEDIUM
3,117,4,LOW,Production,2,804,HIGH
116,19,2,HIGH,Production,0,368,HIGH
91,238,0,HIGH,Development,1,613,MEDIUM
161,175,0,HIGH,Production,1,810,HIGH
2,154,3,MEDIUM,Production,3,717,HIGH
143,272,1,MEDIUM,Staging,0,761,LOW
102,269,3,LOW,Staging,1,376,MEDIUM
6,41,1,ADMIN,Development,0,866,MEDIUM
1,207,4,HIGH,Production,0,945,HIGH
2,302,0,LOW,Testing,1,48,MEDIUM
166,127,0,MEDIUM,Production,0,669,MEDIUM
4,350,2,HIGH,Testing,3,10,HIGH
3,109,3,ADMIN,Production,0,849,HIGH
7,64,3,MEDIUM,Production,0,624,HIGH
75,329,2,ADMIN,Production,2,259,HIGH
4,112,1,LOW,Development,0,7,LOW
4,74,0,HIGH,Production,0,131,HIGH
29,340,1,MEDIUM,Testing,0,216,MEDIUM
23,130,0,LOW,Staging,0,67,LOW
24,148,0,HIGH,Production,0,441,HIGH
26,115,2,MEDIUM,Production,0,287,HIGH
147,9,4,ADMIN,Production,0,398,HIGH
48,354,0,ADMIN,Staging,1,533,MEDIUM
4,145,1,HIGH,Production,0,689,HIGH
3,11,1,ADMIN,Testing,0,572,HIGH
37,218,1,MEDIUM,Production,1,605,MEDIUM
55,126,1,MEDIUM,Development,1,370,LOW
2,40,0,LOW,Production,1,241,HIGH
2,281,2,LOW,Production,0,760,HIGH
8,144,3,MEDIUM,Staging,1,919,MEDIUM
82,275,3,MEDIUM,Staging,2,251,MEDIUM
79,251,4,HIGH,Development,0,426,MEDIUM
26,179,6,LOW,Testing,0,574,MEDIUM
4,81,1,LOW,Production,0,188,MEDIUM
22,317,0,LOW,Development,0,939,LOW
75,82,2,MEDIUM,Production,0,388,MEDIUM
4,79,2,LOW,Development,0,721,MEDIUM
41,291,1,MEDIUM,Production,0,181,MEDIUM
118,11,1,HIGH,Production,0,796,MEDIUM
4,359,2,ADMIN,Production,1,578,HIGH
64,119,4,ADMIN,Production,0,56,HIGH
25,276,0,HIGH,Production,0,567,HIGH
39,46,2,LOW,Development,0,78,LOW
22,173,0,HIGH,Production,0,803,HIGH
51,327,2,HIGH,Development,0,199,MEDIUM
81,310,0,HIGH,Production,0,366,MEDIUM
3,76,3,HIGH,Staging,0,493,HIGH
83,22,1,MEDIUM,Staging,0,524,LOW
124,194,1,LOW,Production,0,375,LOW
7,77,4,MEDIUM,Production,0,334,HIGH
55,21,3,LOW,Staging,0,217,LOW
53,326,6,HIGH,Staging,1,543,HIGH
4,271,0,LOW,Development,0,546,LOW
161,256,5,MEDIUM,Production,0,203,MEDIUM
4,34,0,HIGH,Staging,0,699,HIGH
3,215,4,LOW,Staging,0,744,HIGH
1,21,4,MEDIUM,Production,0,651,HIGH
42,346,1,MEDIUM,Staging,0,196,LOW
29,211,4,ADMIN,Staging,1,530,HIGH
15,285,3,HIGH,Production,0,855,HIGH
1,353,1,MEDIUM,Testing,0,659,MEDIUM
5,270,1,ADMIN,Development,0,730,MEDIUM
10,239,3,HIGH,Development,0,562,MEDIUM
28,69,2,ADMIN,Development,0,236,MEDIUM
89,255,4,MEDIUM,Development,0,403,LOW
4,14,8,ADMIN,Development,0,114,HIGH
5,194,1,MEDIUM,Staging,0,514,MEDIUM
91,349,1,MEDIUM,Staging,0,816,LOW
106,328,4,ADMIN,Staging,0,557,MEDIUM
84,209,1,LOW,Staging,1,166,LOW
10,173,2,HIGH,Testing,0,42,MEDIUM
143,22,4,ADMIN,Production,0,801,HIGH
81,50,0,LOW,Production,0,804,LOW
24,204,5,ADMIN,Production,0,897,HIGH
3,90,4,MEDIUM,Production,0,353,HIGH
21,249,2,HIGH,Staging,0,929,HIGH
3,156,5,LOW,Development,0,545,MEDIUM
176,271,0,HIGH,Testing,0,244,LOW
11,356,0,HIGH,Production,1,524,HIGH
4,9,3,MEDIUM,Staging,0,266,MEDIUM
139,337,1,LOW,Production,0,624,MEDIUM
10,275,4,HIGH,Production,0,657,HIGH
155,292,3,LOW,Testing,2,204,MEDIUM
49,221,2,ADMIN,Testing,0,61,MEDIUM
3,214,7,HIGH,Production,0,457,HIGH
24,340,3,LOW,Development,0,254,LOW
91,209,5,MEDIUM,Testing,0,150,LOW
8,184,2,MEDIUM,Testing,0,681,MEDIUM
2,111,0,HIGH,Staging,0,441,HIGH
24,62,1,HIGH,Development,0,278,MEDIUM
171,16,4,LOW,Staging,0,775,LOW
3,29,0,LOW,Staging,2,401,HIGH
3,34,1,LOW,Production,0,668,HIGH
18,91,5,MEDIUM,Staging,0,897,MEDIUM
5,144,1,MEDIUM,Production,1,456,HIGH
59,211,3,MEDIUM,Production,0,357,MEDIUM
151,25,8,HIGH,Development,0,621,MEDIUM
7,100,1,HIGH,Development,0,96,MEDIUM
6,206,0,ADMIN,Testing,0,86,MEDIUM
1,58,1,LOW,Production,0,849,HIGH
164,193,0,HIGH,Production,0,81,MEDIUM
112,166,0,MEDIUM,Testing,1,306,LOW
7,105,3,ADMIN,Production,1,412,HIGH
7,96,0,LOW,Production,1,659,HIGH
5,215,1,MEDIUM,Development,0,757,MEDIUM
145,119,5,HIGH,Production,0,902,HIGH
6,231,6,MEDIUM,Development,0,809,MEDIUM
20,359,0,MEDIUM,Production,1,513,HIGH
19,74,0,MEDIUM,Staging,1,189,MEDIUM
177,188,0,MEDIUM,Staging,0,463,LOW
64,90,0,HIGH,Testing,0,340,MEDIUM
68,138,1,ADMIN,Production,0,559,MEDIUM
95,18,6,MEDIUM,Staging,0,240,MEDIUM
6,311,1,MEDIUM,Production,0,529,HIGH
59,235,7,LOW,Production,0,41,MEDIUM
15,200,2,MEDIUM,Production,0,677,HIGH
100,33,3,ADMIN,Development,0,477,MEDIUM
67,79,4,MEDIUM,Production,0,533,MEDIUM
65,1,1,MEDIUM,Production,0,645,MEDIUM
73,200,1,MEDIUM,Production,0,707,MEDIUM
4,176,5,LOW,Production,0,191,HIGH
39,314,1,MEDIUM,Testing,0,654,LOW
119,100,2,HIGH,Testing,1,591,MEDIUM
178,96,2,MEDIUM,Testing,0,499,LOW
142,114,5,ADMIN,Development,0,547,MEDIUM
37,190,1,HIGH,Production,2,506,HIGH
70,349,1,ADMIN,Production,0,12,MEDIUM
89,85,0,HIGH,Development,0,726,LOW
19,167,1,LOW,Staging,0,852,LOW
70,244,3,LOW,Staging,2,104,MEDIUM
125,77,3,MEDIUM,Staging,0,116,MEDIUM
19,271,6,HIGH,Staging,0,610,HIGH
23,121,4,MEDIUM,Production,0,882,HIGH
25,167,5,MEDIUM,Production,0,430,HIGH
6,362,1,MEDIUM,Production,0,763,HIGH
58,163,4,MEDIUM,Testing,1,299,MEDIUM
10,171,0,LOW,Development,2,11,MEDIUM
45,119,0,LOW,Testing,0,663,LOW
1,175,2,ADMIN,Testing,0,653,HIGH
127,269,3,MEDIUM,Production,0,639,MEDIUM
59,150,3,MEDIUM,Testing,0,11,LOW
117,36,2,HIGH,Development,1,182,MEDIUM
5,311,0,HIGH,Production,1,12,HIGH
87,213,1,HIGH,Production,0,739,MEDIUM
56,341,2,MEDIUM,Production,0,926,MEDIUM
25,195,1,MEDIUM,Staging,0,38,MEDIUM
88,53,1,HIGH,Staging,0,191,MEDIUM
35,102,2,ADMIN,Production,0,227,HIGH
4,291,5,HIGH,Testing,0,426,HIGH
3,156,1,ADMIN,Testing,0,247,HIGH
5,285,6,MEDIUM,Testing,0,130,MEDIUM
15,11,2,HIGH,Production,0,264,HIGH
88,299,2,ADMIN,Production,0,183,HIGH
29,270,5,LOW,Production,0,224,HIGH
5,77,0,ADMIN,Production,0,105,HIGH
3,23,1,MEDIUM,Development,0,626,MEDIUM
74,361,5,HIGH,Production,0,370,HIGH
9,155,1,HIGH,Development,0,88,MEDIUM
11,84,6,ADMIN,Production,1,589,HIGH
67,301,3,ADMIN,Testing,0,99,MEDIUM
116,296,2,MEDIUM,Staging,0,220,MEDIUM
56,78,0,MEDIUM,Production,0,892,MEDIUM
7,59,3,HIGH,Production,0,96,HIGH
33,17,2,MEDIUM,Development,0,682,LOW
90,110,0,MEDIUM,Production,0,446,MEDIUM
72,267,0,LOW,Staging,0,293,LOW
108,5,2,LOW,Development,0,142,LOW
43,180,3,MEDIUM,Development,1,72,MEDIUM
73,66,4,HIGH,Production,0,848,HIGH
12,184,2,LOW,Development,0,401,LOW
1,247,6,ADMIN,Staging,0,375,HIGH
34,32,2,MEDIUM,Production,0,92,MEDIUM
107,272,3,ADMIN,Production,1,355,HIGH
1,31,0,ADMIN,Staging,0,934,HIGH
58,190,2,ADMIN,Testing,0,361,MEDIUM
5,129,2,MEDIUM,Staging,0,50,MEDIUM
44,212,2,HIGH,Production,0,413,HIGH
64,265,0,ADMIN,Staging,0,380,MEDIUM
18,101,2,LOW,Production,0,109,MEDIUM
10,272,6,MEDIUM,Staging,0,209,MEDIUM
8,179,2,LOW,Production,0,368,MEDIUM
6,3,1,HIGH,Production,3,827,HIGH
90,202,2,LOW,Testing,0,366,LOW
98,207,2,MEDIUM,Production,0,343,MEDIUM
9,240,0,LOW,Production,0,25,MEDIUM
180,324,3,MEDIUM,Production,0,327,MEDIUM
33,257,0,ADMIN,Staging,0,667,MEDIUM
2,238,2,HIGH,Production,0,838,HIGH
139,77,1,HIGH,Production,0,55,MEDIUM
13,108,3,MEDIUM,Production,2,690,HIGH
3,136,1,MEDIUM,Production,0,681,HIGH
1,211,0,LOW,Development,0,686,MEDIUM
160,43,1,HIGH,Production,0,773,MEDIUM
3,228,7,MEDIUM,Production,0,555,HIGH
142,156,2,MEDIUM,Production,0,128,MEDIUM
26,6,2,ADMIN,Production,0,31,HIGH
73,93,4,LOW,Staging,0,92,LOW
63,303,1,MEDIUM,Staging,0,691,LOW
176,245,3,ADMIN,Production,0,49,HIGH
10,182,2,LOW,Production,0,570,MEDIUM
18,236,2,LOW,Production,1,679,HIGH
90,145,4,MEDIUM,Production,0,564,MEDIUM
48,78,0,MEDIUM,Staging,0,579,LOW
79,209,1,MEDIUM,Staging,0,5,LOW
56,117,3,MEDIUM,Production,1,145,HIGH
27,320,4,MEDIUM,Testing,0,80,MEDIUM
73,84,8,HIGH,Staging,1,736,HIGH
114,23,5,LOW,Production,0,528,MEDIUM
54,254,0,MEDIUM,Development,0,104,LOW
16,33,2,HIGH,Production,0,923,HIGH
47,280,3,HIGH,Testing,0,934,MEDIUM
11,212,2,ADMIN,Production,3,811,HIGH
55,316,3,MEDIUM,Staging,0,942,MEDIUM
17,160,3,ADMIN,Staging,1,340,HIGH
4,307,3,MEDIUM,Staging,0,708,HIGH
1,243,0,ADMIN,Production,0,68,HIGH
7,364,3,MEDIUM,Staging,0,598,MEDIUM
1,336,3,MEDIUM,Staging,0,144,HIGH
139,350,5,ADMIN,Staging,0,763,MEDIUM
34,135,1,HIGH,Testing,1,323,MEDIUM
65,158,4,ADMIN,Staging,2,201,HIGH
7,208,5,HIGH,Production,0,879,HIGH
37,310,3,HIGH,Production,0,59,HIGH
5,93,7,ADMIN,Development,0,443,HIGH
56,314,0,MEDIUM,Testing,0,85,LOW
89,129,2,HIGH,Development,0,402,MEDIUM
61,203,2,LOW,Testing,0,577,LOW
92,140,2,ADMIN,Development,3,423,HIGH
105,28,1,ADMIN,Production,0,758,MEDIUM
75,273,0,MEDIUM,Production,0,843,MEDIUM
39,356,4,MEDIUM,Production,0,904,MEDIUM
4,335,1,HIGH,Staging,0,351,HIGH
110,230,1,ADMIN,Production,0,788,MEDIUM
59,125,3,ADMIN,Production,0,699,HIGH
65,38,5,MEDIUM,Production,0,17,MEDIUM
7,326,1,LOW,Production,0,816,MEDIUM
16,118,5,MEDIUM,Testing,0,883,MEDIUM
24,259,1,HIGH,Testing,1,867,MEDIUM
176,134,1,ADMIN,Production,0,549,MEDIUM
4,361,4,MEDIUM,Staging,0,662,HIGH
6,275,2,HIGH,Production,0,681,HIGH
64,354,2,MEDIUM,Staging,0,327,MEDIUM
84,130,1,HIGH,Production,0,96,MEDIUM
7,105,4,ADMIN,Testing,0,611,HIGH
38,256,0,MEDIUM,Production,1,165,MEDIUM
162,86,0,MEDIUM,Testing,0,124,LOW
10,223,1,LOW,Development,0,35,LOW
3,43,4,HIGH,Production,0,397,HIGH
49,329,6,MEDIUM,Production,0,778,MEDIUM
14,302,1,MEDIUM,Development,0,105,LOW
1,143,6,LOW,Development,2,607,HIGH
